File ID,Script Content,Defect Label,Dataset Name
571,notify   modular   fuel plugin manila init_controller        inits     manila api        desc     manila api init    srv     manila api        manila scheduler        desc     manila scheduler init    srv     manila scheduler          create_resources       manila_auxiliary    initd      inits  ,0,2
572,class php    sessionclean     ensure             ensure   present    absent        fail   ensure parameter must present absent        file    usr lib php5 sessionclean    ensure       ensure   owner     root    group     root    mode     0755    source     puppet     file    etc cron  php5    ensure       ensure   owner     root    group     root    mode     0644    source     puppet      ,0,3
573,class       openstack_tasks    roles    enable_cinder      warning   osnailyfacter modular   roles enable_cinder  deprecated mitaka removed newton   please use openstack_tasks examples   roles enable_cinder    ,1,2
574,class glance    backend    rbd     rbd_store_user        os_service_default     rbd_store_ceph_conf        os_service_default     rbd_store_pool        os_service_default     rbd_store_chunk_size        os_service_default     show_image_direct_url   undef     package_ensure   present      rados_connect_timeout        os_service_default     multi_store   false     glare_enabled   false       include    glance    deps include    glance    params   show_image_direct_url   notice   parameter show_image_direct_url deprecated   use parameter glance    api      glance_api_config   glance_store rbd_store_ceph_conf    value       rbd_store_ceph_conf   glance_store rbd_store_user    value       rbd_store_user   glance_store rbd_store_pool    value       rbd_store_pool   glance_store rbd_store_chunk_size    value       rbd_store_chunk_size   glance_store rados_connect_timeout    value       rados_connect_timeout       glare_enabled   glance_glare_config   glance_store rbd_store_ceph_conf    value       rbd_store_ceph_conf   glance_store rbd_store_user    value       rbd_store_user   glance_store rbd_store_pool    value       rbd_store_pool   glance_store rbd_store_chunk_size    value       rbd_store_chunk_size   glance_store rados_connect_timeout    value       rados_connect_timeout           multi_store   glance_api_config   glance_store default_store    value     rbd        glare_enabled   glance_glare_config   glance_store default_store    value     rbd          package   python ceph    ensure       package_ensure   name          glance    params    pyceph_package_name   tag     glance support package       ,0,2
575,define bors    instance     basedir     owner     group     repo_owner     repo     reviewers     builders     buildbot_url     bors_user     bors_pass     test_ref      auto      master_ref      master      n_builds            bors_version             status_location   null     bors    install     title   basedir       basedir   owner       owner   group       group   version       bors_version     bors    config     title   basedir       basedir   owner       owner   group       group   repo_owner       repo_owner   repo       repo   reviewers       reviewers   builders       builders   buildbot_url       buildbot_url   test_ref       test_ref   master_ref       master_ref   n_builds       n_builds   bors_user       bors_user   bors_pass       bors_pass     bors    cron     title   basedir       basedir   owner       owner   status_location       status_location   require       bors    install     title     bors    config     title             status_location     null     bors    status     title   owner       owner   group       group   repo_owner       repo_owner   repo       repo   status_location       status_location        ,1,1
576,class role    hue   require    role    hadoop require    role    hive require    role    oozie require    cdh    pig require    cdh    sqoop require    cdh    hue  ,0,3
577,class   kafka    server    brokers                 fqdn                   port      12345     kafka node02 domain org                       zookeeper_hosts        node01 2181     node02 2181     node03 2181       ,0,3
578,class congress    config     congress_config             validate_hash     congress_config   create_resources   congress_config      congress_config    ,0,2
579,class opendaylight    sfc   include opendaylight   management_vip   hiera   management_vip      odl     opendaylight    odl_settings   rest_port     opendaylight    rest_api_port   user     odl   metadata      default_credentials      user      password     odl   metadata      default_credentials      password      odl   enable_sfc        odl   sfc_class      ncr    exec   odl_netvirt_coexistence    command         usr bin curl         user         password       content type   application json      put         netvirt providers config          table offset                  http     exec   odl_sfc_coexistence    command         usr bin curl         user         password       content type   application json    put           sfc  renderer config          sfc  table offset        150        sfc  app egress table offset                  http          ,0,2
580,class onos    service     public_eth     onos    public_eth exec   path         usr bin    usr sbin    bin    sbin    timeout     320   logoutput     true      firewall   221 onos    port       6633   6640   6653   8181   8101 9876     proto     tcp    action     accept          service   onos    ensure     running   enable     true   hasstatus     true   hasrestart     true         exec   sleep 100 stablize onos    command     sleep 100          exec   restart onos    command     service onos restart          exec   sleep 100 stablize onos    command     sleep 100          exec   restart onos    command     service onos restart          exec   sleep  stablize onos    command     sleep           exec   add onos auto start    command     echo    onos       opt service          exec   set public port    command         opt onos bin onos    externalportname set     public_eth       ,1,2
581,class toplevel    server    aws_manager inherits toplevel    server   include    security assert   aws manager high security    condition          security    high     include nrpe    check    check_free_aws_ips include    aws_manager  ,0,1
582,class sahara    keystone    auth     password     service_name   sahara      auth_name   sahara      email   sahara   localhost      tenant   services      service_type   data processing      service_description   sahara data processing      configure_endpoint   true     region   regionone      public_url   http     admin_url   http     internal_url   http       keystone    resource    service_identity   sahara    configure_user     true   configure_user_role     true   configure_endpoint       configure_endpoint   service_type       service_type   service_description       service_description   service_name       service_name   auth_name       auth_name   region       region   password       password   email       email   tenant       tenant   public_url       public_url   admin_url       admin_url   internal_url       internal_url      ,1,2
583,class openstack    img    cirros     os_tenant_name   admin      os_username   admin      os_password   changeme      os_auth_url   http     disk_format   raw      container_format   ovf      public   true      img_name   cirros      os_name   cirros        package   cirros testvm    ensure        present        case      osfamily   redhat      exec   upload img    command         usr bin glance       os_auth_url         os_tenant_name         os_username         os_password   add name      img_name   is_public      public   container_format      container_format   disk_format      disk_format   distro      os_name      opt  cirros x86_64 disk img    unless         usr bin glance       os_auth_url         os_tenant_name         os_username         os_password   index        usr bin glance       os_auth_url         os_tenant_name         os_username         os_password   index   grep     img_name            debian      exec   upload img    command         usr bin glance       os_auth_url         os_tenant_name         os_username         os_password   add name      img_name   is_public      public   container_format      container_format   disk_format      disk_format   distro      os_name      usr share cirros testvm cirros x86_64 disk img    unless         usr bin glance       os_auth_url         os_tenant_name         os_username         os_password   index        usr bin glance       os_auth_url         os_tenant_name         os_username         os_password   index   grep     img_name               ,0,2
584,class ironic        postgresql     password     dbname   ironic      user   ironic      encoding   undef     privileges   all        class   ironic        postgresql        service     title    ironic         openstacklib        postgresql   ironic    password_hash     postgresql_password     user     password     dbname       dbname   user       user   encoding       encoding   privileges       privileges        openstacklib        postgresql   ironic        exec     title    ironic dbsync       ,0,2
585,class tripleo    redis_notification     haproxy_monitor_ip   127           file    usr local bin redis notifications     ensure     file   content     template   tripleo redis redis notifications  erb      owner     root    group     root    mode     0755       ,0,2
586,class swift    proxy     proxy_local_net_ip     port   8080      pipeline     healthcheck    cache    tempauth    proxy server        workers        processorcount     allow_account_management   true     account_autocreate   true     log_headers   false      log_udp_host   undef     log_udp_port   undef     log_address    dev log      log_level   info      log_facility   log_local1      log_handoffs   true     log_name   proxy server      cors_allow_origin   undef     strict_cors_mode   true     read_affinity   undef     write_affinity   undef     write_affinity_node_count   undef     node_timeout   undef     manage_service   true     enabled   true     package_ensure   present      service_provider        swift    params    service_provider   inherits    swift    params   include    swift    deps swift_config             service   swift proxy server    validate_bool     account_autocreate   validate_bool     allow_account_management   validate_array     pipeline       write_affinity_node_count     write_affinity     fail   usage write_affinity_node_count requires write_affinity set        member     pipeline   tempauth          auth_type   tempauth   elsif   member     pipeline   swauth          auth_type   swauth   elsif   member     pipeline   keystone          auth_type   keystone   else   warning    auth type provided pipeline          member     pipeline   proxy server        warning   pipeline parameter must contain proxy server          auth_type    tempauth      account_autocreate     fail   account_autocreate must set true auth_type tempauth          log_udp_port     log_udp_host     fail   log_udp_port requires log_udp_host set      package   swift proxy    ensure       package_ensure   name          swift    params    proxy_package_name   tag       openstack    swift package        concat    etc swift proxy server conf    owner     swift    group     swift    require     package   swift proxy          required_classes   split   inline_template                pipeline     proxy server       collect    swift    proxy         gsub                     end join                        concat    fragment   swift_proxy    target      etc swift proxy server conf    content     template   swift proxy server conf erb      order             class     required_classes       concat    etc swift proxy server conf        swift_proxy_config          manage_service     enabled     service_ensure   running   else     service_ensure   stopped     swift    service   swift proxy server    os_family_service_name          swift    params    proxy_server_service_name   service_ensure       service_ensure   enabled       enabled   config_file_name     proxy server conf    service_provider       service_provider   subscribe     concat    etc swift proxy server conf         ,1,2
587,class swift    storage     storage_local_net_ip     include    swift    deps   defined   class   rsync    server        class       rsync    server    use_xinetd     true   address       storage_local_net_ip   use_chroot              ,1,2
588,class zaqar    messaging    mongodb     uri     ssl_keyfile        os_service_default     ssl_certfile        os_service_default     ssl_cert_reqs        os_service_default     ssl_ca_certs        os_service_default     database        os_service_default     max_attempts        os_service_default     max_retry_sleep        os_service_default     max_retry_jitter        os_service_default     max_reconnect_attempts        os_service_default     reconnect_sleep        os_service_default     partitions        os_service_default       zaqar_config   drivers message_store    value     mongodb    drivers   message_store   mongodb uri    value       uri   secret     true   drivers   message_store   mongodb ssl_keyfile    value       ssl_keyfile   drivers   message_store   mongodb ssl_certfile    value       ssl_certfile   drivers   message_store   mongodb ssl_cert_reqs    value       ssl_cert_reqs   drivers   message_store   mongodb ssl_ca_certs    value       ssl_ca_certs   drivers   message_store   mongodb database    value       database   drivers   message_store   mongodb max_attempts    value       max_attempts   drivers   message_store   mongodb max_retry_sleep    value       max_retry_sleep   drivers   message_store   mongodb max_retry_jitter    value       max_retry_jitter   drivers   message_store   mongodb max_reconnect_attempts    value       max_reconnect_attempts   drivers   message_store   mongodb reconnect_sleep    value       reconnect_sleep   drivers   message_store   mongodb partitions    value       partitions      ,0,2
589,notice   fuel plugin influxdb grafana   haproxy       influxdb_nodes_ips   hiera   lma    influxdb    raft_nodes      influxdb_nodes_names   prefix   range      size     influxdb_nodes_ips       server_      influxdb_port   hiera   lma    influxdb    influxdb_port      grafana_nodes_ips   hiera   lma    grafana    nodes      grafana_nodes_names   prefix   range      size     grafana_nodes_ips       server_      grafana_port   hiera   lma    influxdb    grafana_port      grafana_frontend_port   hiera   lma    influxdb    grafana_frontend_port      influxdb_grafana   hiera_hash   influxdb_grafana    openstack        haproxy_service   balancermember_options     check    internal     true   public     false   public_virtual_ip     undef     openstack        haproxy_service   influxdb    order     800    internal_virtual_ip     hiera   lma    influxdb    vip      listen_port       influxdb_port   balancermember_port       influxdb_port   ipaddresses       influxdb_nodes_ips   server_names       influxdb_nodes_names   haproxy_config_options       option        httpchk get  ping http      httplog    dontlog normal      http check      expect status 204    balance      roundrobin    mode      http            grafana_haproxy_service   hiera   lma    grafana    haproxy_service    hiera   lma    grafana    tls    enabled      openstack        haproxy_service     grafana_haproxy_service   order     801    internal_virtual_ip     hiera   lma    grafana    vip      internal_ssl     true   internal_ssl_path     hiera   lma    grafana    tls    cert_file_path      listen_port       grafana_frontend_port   balancermember_port       grafana_port   ipaddresses       grafana_nodes_ips   server_names       grafana_nodes_names   haproxy_config_options       option        httplog    dontlog normal      balance      source    mode      http            else   openstack        haproxy_service     grafana_haproxy_service   order     801    internal_virtual_ip     hiera   lma    grafana    vip      listen_port       grafana_frontend_port   balancermember_port       grafana_port   ipaddresses       grafana_nodes_ips   server_names       grafana_nodes_names   haproxy_config_options       option        httplog    dontlog normal      balance      source    mode      http           ,1,2
590,define nova    network    bridge          netmask   255 255 255      include    nova    deps case      osfamily   debian        context    files etc network interfaces augeas      bridge_     name      context       context   changes          set auto   child            name            name         set iface            name          name         set iface            name       family inet       set iface            name       method static       set iface            name       address              set iface            name       netmask     netmask         set iface            name       bridge_ports none        notify     exec   networking refresh          redhat        default     fail   nova    network_bridge currently supports osfamily debian redhat         ,1,2
591,class runner    tasks    populate_shared_repos     runlevel      include runner runner    task          runlevel    populate_shared_repos    content     template          module_name    tasks populate_shared_repos erb         ,0,1
592,class glance    registry     package_ensure   present      debug   undef     bind_host        os_service_default     bind_port   9191      workers        processorcount     log_file   undef     log_dir   undef     database_connection   undef     database_idle_timeout   undef     database_min_pool_size   undef     database_max_pool_size   undef     database_max_retries   undef     database_retry_interval   undef     database_max_overflow   undef     auth_strategy   keystone      pipeline   keystone      use_syslog   undef     use_stderr   undef     log_facility   undef     manage_service   true     enabled   true     purge_config   false     cert_file        os_service_default     key_file        os_service_default     ca_file        os_service_default     sync_db   true     os_region_name        os_service_default     verbose   undef     keystone_password   undef     auth_type   undef     auth_uri   undef     identity_uri   undef     keystone_tenant   undef     keystone_user   undef     signing_dir   undef     memcached_servers   undef     token_cache_time   undef     inherits glance   include    glance    deps include    glance    registry    logging include    glance    registry       verbose   warning   verbose deprecated   effect removed newton cycle          keystone_password   warning   glance    registry    keystone_password deprecated   please use glance    registry    authtoken    password        auth_type   warning   glance    registry    auth_type deprecated   please use glance    registry    auth_strategy      auth_strategy_real     auth_type   else     auth_strategy_real     auth_strategy     auth_uri   warning   glance    registry    auth_uri deprecated   please use glance    registry    authtoken    auth_uri        identity_uri   warning   glance    registry    identity_uri deprecated   please use glance    registry    authtoken    auth_url        keystone_tenant   warning   glance    registry    keystone_tenant deprecated   please use glance    registry    authtoken    project_name        keystone_user   warning   glance    registry    keystone_user deprecated   please use glance    registry    authtoken    username        memcached_servers   warning   glance    registry    memcached_servers deprecated   please use glance    registry    authtoken    memcached_servers        signing_dir   warning   glance    registry    signing_dir deprecated   please use glance    registry    authtoken    signing_dir        token_cache_time   warning   glance    registry    token_cache_time deprecated   please use glance    registry    authtoken    token_cache_time          glance    params    api_package_name       glance    params    registry_package_name     ensure_packages   glance registry      ensure       package_ensure   tag       openstack    glance package            resources   glance_registry_config    purge       purge_config   glance_registry_config   default workers    value       workers   default bind_host    value       bind_host   default bind_port    value       bind_port   glance_store os_region_name    value       os_region_name       pipeline          validate_re     pipeline                                  glance_registry_config   paste_deploy flavor    ensure     present   value       pipeline       else   glance_registry_config   paste_deploy flavor    ensure     absent       auth_strategy_real    keystone    include    glance    registry    authtoken   glance_registry_config   default cert_file    value       cert_file   default key_file    value       key_file   default ca_file    value       ca_file       sync_db   include    glance        sync     manage_service     enabled     service_ensure   running   else     service_ensure   stopped     else   warning   execution db_sync depend   manage_service   enabled anymore   please use sync_db instead        service   glance registry    ensure       service_ensure   name          glance    params    registry_service_name   enable       enabled   hasstatus     true   hasrestart     true   tag     glance service       ,1,2
593,class manila    client     package_ensure   present     include    manila    params package   python manilaclient    ensure       package_ensure   name          manila    params    client_package   tag     openstack    ,0,2
594,class memcached     size_mb   200     port   11211     iface               package   memcached    ensure     present     file    etc memcached conf    content     template   memcached memcached conf erb      notify     service   memcached        service   memcached    ensure     running   enable     true   require     package   memcached         ,0,3
595,class ironic        sync     extra_params   undef       include    ironic    params package     tag    ironic package          exec   ironic dbsync    exec   ironic dbsync        service     tag    ironic service      ironic_config            exec   ironic dbsync    ironic_config     title    database connection          exec   ironic dbsync    exec   ironic dbsync    command               ironic    params    dbsync_command       extra_params      path      usr bin    user     root    refreshonly     true   logoutput     on_failure      ,0,2
596,class openstack_tasks    glance    glance   notice   modular   glance glance       network_scheme   hiera_hash   network_scheme            network_metadata   hiera_hash   network_metadata          prepare_network_config     network_scheme     glance_hash   hiera_hash   glance            glance_glare_hash   hiera_hash   glance_glare            debug   pick     glance_hash   debug      hiera   debug    false       management_vip   hiera   management_vip      database_vip   hiera   database_vip      service_endpoint   hiera   service_endpoint      storage_hash   hiera   storage      use_syslog   hiera   use_syslog    true     use_stderr   hiera   use_stderr    false     syslog_log_facility   hiera   syslog_log_facility_glance      rabbit_hash   hiera_hash   rabbit            max_pool_size   hiera   max_pool_size      max_overflow   hiera   max_overflow      ceilometer_hash   hiera_hash   ceilometer            region   hiera   region    regionone      workers_max   hiera   workers_max         service_workers   pick     glance_hash   glance_workers      min   max        processorcount          workers_max       ironic_hash   hiera_hash   ironic            primary_controller   hiera   primary_controller      kombu_compression   hiera   kombu_compression         os_service_default     memcached_servers   hiera   memcached_servers      rabbit_heartbeat_timeout_threshold   pick     glance_hash   rabbit_heartbeat_timeout_threshold        rabbit_hash   heartbeat_timeout_threshold           rabbit_heartbeat_rate   pick     glance_hash   rabbit_heartbeat_rate        rabbit_hash   rabbit_heartbeat_rate           override_configuration   hiera_hash   configuration          override_resources   glance_api_config    data       override_configuration   glance_api      override_resources   glance_registry_config    data       override_configuration   glance_registry      override_resources   glance_cache_config    data       override_configuration   glance_cache      override_resources   glance_glare_config    data       override_configuration   glare_config      override_resources            service     tag    glance service        db_type   mysql   db_host   pick     glance_hash   db_host        database_vip     db_user   pick     glance_hash   db_user      glance      db_password     glance_hash   db_password      db_name   pick     glance_hash   db_name      glance         os_package_type    debian      extra_params     charset      utf8    read_timeout           else     extra_params     charset      utf8        db_connection   os_database_connection     dialect        db_type   host        db_host   database        db_name   username        db_user   password        db_password   extra        extra_params       api_bind_host   get_network_role_property   glance api    ipaddr      glare_bind_host   get_network_role_property   glance glare    ipaddr      enabled   true   max_retries       idle_timeout   3600   rabbit_password     rabbit_hash   password      rabbit_userid     rabbit_hash   user      rabbit_hosts   split   hiera   amqp_hosts                 glance_user   pick     glance_hash   user      glance      glance_user_password     glance_hash   user_password      glance_tenant   pick     glance_hash   tenant      services      glance_glare_user   pick     glance_glare_hash   user      glare      glance_glare_user_password     glance_glare_hash   user_password      glance_glare_tenant   pick     glance_glare_hash   tenant      services      glance_vcenter_host     glance_hash   vc_host      glance_vcenter_user     glance_hash   vc_user      glance_vcenter_password     glance_hash   vc_password      glance_vcenter_datacenter     glance_hash   vc_datacenter      glance_vcenter_datastore     glance_hash   vc_datastore      glance_vcenter_image_dir     glance_hash   vc_image_dir      glance_vcenter_insecure     glance_hash   vc_insecure      glance_vcenter_api_retry_count      glance_vcenter_ca_file   pick     glance_hash   vc_ca_file              glance_vcenter_ca_content   pick     glance_vcenter_ca_file   content              glance_image_cache_max_size     glance_hash   image_cache_max_size      pipeline   pick     glance_hash   pipeline      keystone      glance_large_object_size   pick     glance_hash   large_object_size      5120      ssl_hash   hiera_hash   use_ssl            internal_auth_protocol   get_ssl_property     ssl_hash         keystone    internal    protocol    http      internal_auth_address   get_ssl_property     ssl_hash         keystone    internal    hostname      hiera   service_endpoint             management_vip       admin_auth_protocol   get_ssl_property     ssl_hash         keystone    admin    protocol    http      admin_auth_address   get_ssl_property     ssl_hash         keystone    admin    hostname      hiera   service_endpoint             management_vip       glance_endpoint   get_ssl_property     ssl_hash         glance    internal    hostname        management_vip       auth_uri          internal_auth_protocol       identity_uri          admin_auth_protocol       rados_connect_timeout        storage_hash   images_ceph        ironic_hash   enabled          glance_backend   ceph   known_stores     glance store rbd store    glance store http store      show_image_direct_url   pick     glance_hash   show_image_direct_url      true     elsif     storage_hash   images_vcenter          glance_backend   vmware   known_stores     glance store vmware_datastore store    glance store http store      show_image_direct_url   pick     glance_hash   show_image_direct_url      true     else     glance_backend   swift   known_stores     glance store swift store    glance store http store      swift_store_large_object_size     glance_large_object_size   show_image_direct_url   pick     glance_hash   show_image_direct_url      false            operatingsystem    ubuntu      tweaks    ubuntu_service_override   glance api    package_name     glance api      tweaks    ubuntu_service_override   glance glare    package_name     glance glare      tweaks    ubuntu_service_override   glance registry    package_name     glance registry        class       glance    api    debug       debug   bind_host       api_bind_host   auth_type     keystone    auth_uri       auth_uri   identity_uri       identity_uri   keystone_user       glance_user   keystone_password       glance_user_password   keystone_tenant       glance_tenant   database_connection       db_connection   enabled       enabled   workers       service_workers   registry_host       glance_endpoint   use_syslog       use_syslog   use_stderr       use_stderr   log_facility       syslog_log_facility   database_idle_timeout       idle_timeout   database_max_pool_size       max_pool_size   database_max_retries       max_retries   database_max_overflow       max_overflow   show_image_direct_url       show_image_direct_url   pipeline       pipeline   stores       known_stores   os_region_name       region   delayed_delete     false   scrub_time     43200    token_cache_time          image_cache_stall_time     86400    image_cache_max_size       glance_image_cache_max_size   memcached_servers       memcached_servers     class       glance    glare    logging    use_syslog       use_syslog   use_stderr       use_stderr   log_facility       syslog_log_facility   debug       debug   default_log_levels     hiera   default_log_levels        class       glance    glare        database_connection       db_connection   database_idle_timeout       idle_timeout   database_max_pool_size       max_pool_size   database_max_retries       max_retries   database_max_overflow       max_overflow          os_package_type    ubuntu    ensure_packages     python swiftclient      package   python swiftclient        class       glance    glare      class       glance    glare    bind_host       glare_bind_host   auth_type     keystone    auth_uri       auth_uri   identity_uri       identity_uri   keystone_user       glance_glare_user   keystone_password       glance_glare_user_password   keystone_tenant       glance_glare_tenant   enabled       enabled   stores       known_stores   workers       service_workers   pipeline       pipeline   os_region_name       region   token_cache_time          memcached_servers       memcached_servers     glance_api_config   default scrubber_datadir    value      var lib glance scrubber      glance_cache_config   default image_cache_dir    value      var lib glance image cache     default os_region_name    value       region     class       glance    registry    debug       debug   bind_host       api_bind_host   auth_uri       auth_uri   identity_uri       identity_uri   auth_type     keystone    keystone_user       glance_user   keystone_password       glance_user_password   keystone_tenant       glance_tenant   database_connection       db_connection   database_max_pool_size       max_pool_size   database_max_retries       max_retries   database_max_overflow       max_overflow   enabled       enabled   use_syslog       use_syslog   use_stderr       use_stderr   log_facility       syslog_log_facility   database_idle_timeout       idle_timeout   workers       service_workers   sync_db       primary_controller   os_region_name       region   memcached_servers       memcached_servers     class       glance    notify    rabbitmq    rabbit_notification_exchange     glance    rabbit_notification_topic     notifications    rabbit_password       rabbit_password   rabbit_userid       rabbit_userid   rabbit_hosts       rabbit_hosts   notification_driver       ceilometer_hash   notification_driver      kombu_compression       kombu_compression   rabbit_heartbeat_timeout_threshold       rabbit_heartbeat_timeout_threshold   rabbit_heartbeat_rate       rabbit_heartbeat_rate       use_syslog   glance_api_config   default use_syslog_rfc_format    value     true     glance_glare_config   default use_syslog_rfc_format    value     true     glance_cache_config   default use_syslog_rfc_format    value     true     glance_registry_config   default use_syslog_rfc_format    value     true       case   glance_backend   swift        defined   package   swift        include    swift    params package   swift    ensure     present   name          swift    params    package_name       package   swift        service   glance api    package   swift        swift    ringsync        package     title    swift        service     title    glance api      defined   service   glance api        notify      module     module_name   notify service glance api package swift update        class       glance    backend    swift    swift_store_user            glance_tenant         glance_user      swift_store_key       glance_user_password   swift_store_create_container_on_put     true    swift_store_large_object_size       swift_store_large_object_size   swift_store_auth_address            auth_uri        swift_store_auth_version          swift_store_region       region   glare_enabled     true       rbd    ceph      ceph    pool     title         ceph    glance_pool         class       glance    backend    rbd    rbd_store_user     images    rbd_store_pool     images    rados_connect_timeout       rados_connect_timeout   glare_enabled     true       vmware        glance_vcenter_datastores          glance_vcenter_datacenter         glance_vcenter_datastore      empty     glance_vcenter_ca_content       glance_vcenter_insecure     vcenter_ca_filepath    etc glance vcenter  pem   glance_vcenter_insecure_real   false file     vcenter_ca_filepath   ensure     file   content       glance_vcenter_ca_content   mode     0644    owner     root    group     root      class       glance    backend    vsphere        file     vcenter_ca_filepath     else     vcenter_ca_filepath        os_service_default   glance_vcenter_insecure_real     glance_vcenter_insecure   class       glance    backend    vsphere    vcenter_host       glance_vcenter_host   vcenter_user       glance_vcenter_user   vcenter_password       glance_vcenter_password   vcenter_datastores       glance_vcenter_datastores   vcenter_insecure       glance_vcenter_insecure_real   vcenter_image_dir       glance_vcenter_image_dir   vcenter_api_retry_count       glance_vcenter_api_retry_count   vcenter_ca_file       vcenter_ca_filepath   glare_enabled     true       default     class      glance    backend         glance_backend      glare_enabled     true         class       glance    api        class       glance    cache    pruner          class       glance    cache    cleaner       ,1,2
597,class tripleo    profile    base    swift    proxy     step   hiera   step        memcache_servers   hiera   memcached_node_ips        memcache_port   11211         step          swift_memcache_servers   suffix     memcache_servers            memcache_port      include    swift    proxy include    swift    proxy    proxy_logging include    swift    proxy    healthcheck class       swift    proxy    cache    memcache_servers       swift_memcache_servers   include    swift    proxy    keystone include    swift    proxy    authtoken include    swift    proxy    staticweb include    swift    proxy    ratelimit include    swift    proxy    catch_errors include    swift    proxy    tempurl include    swift    proxy    formpost include    swift    proxy    bulk    ,0,2
598,class nova    compute    libvirt     ensure_package   present      libvirt_virt_type   kvm      vncserver_listen   127         migration_support   false     libvirt_cpu_mode   false     libvirt_cpu_model   undef     libvirt_disk_cachemodes           libvirt_hw_disk_discard        os_service_default     libvirt_inject_password   false     libvirt_inject_key   false     libvirt_inject_partition         remove_unused_base_images   undef     remove_unused_resized_minimum_age_seconds   undef     remove_unused_original_minimum_age_seconds   undef     libvirt_service_name        nova    params    libvirt_service_name     virtlock_service_name        nova    params    virtlock_service_name     virtlog_service_name        nova    params    virtlog_service_name     compute_driver   libvirt libvirtdriver      manage_libvirt_services   true     inherits nova    params   include    nova    deps include    nova    params     libvirt_cpu_mode   case   libvirt_virt_type   kvm    qemu        libvirt_cpu_mode_real   host model   default       libvirt_cpu_mode_real   none       else     libvirt_cpu_mode_real     libvirt_cpu_mode          osfamily    debian      package      nova compute      libvirt_virt_type      ensure       ensure_package   tag       openstack    nova package            migration_support     vncserver_listen             vncserver_listen             fail   for migration support work   must set vncserver_listen                       else   include    nova    migration    libvirt       manage_libvirt_services   class       nova    compute    libvirt    services    libvirt_service_name       libvirt_service_name   virtlock_service_name       virtlock_service_name   virtlog_service_name       virtlog_service_name   libvirt_virt_type       libvirt_virt_type       nova_config   default compute_driver    value       compute_driver   vnc vncserver_listen    value       vncserver_listen   libvirt virt_type    value       libvirt_virt_type   libvirt cpu_mode    value       libvirt_cpu_mode_real   libvirt inject_password    value       libvirt_inject_password   libvirt inject_key    value       libvirt_inject_key   libvirt inject_partition    value       libvirt_inject_partition   libvirt hw_disk_discard    value       libvirt_hw_disk_discard       libvirt_cpu_mode_real    custom    validate_string     libvirt_cpu_model   nova_config   libvirt cpu_model    value       libvirt_cpu_model       else   nova_config   libvirt cpu_model    ensure     absent       libvirt_cpu_model   warning      libvirt_cpu_model requires   libvirt_cpu_mode        custom  ignored        size     libvirt_disk_cachemodes        nova_config   libvirt disk_cachemodes    value     join     libvirt_disk_cachemodes               else   nova_config   libvirt disk_cachemodes    ensure     absent         remove_unused_resized_minimum_age_seconds     undef   nova_config   libvirt remove_unused_resized_minimum_age_seconds    value       remove_unused_resized_minimum_age_seconds       else   nova_config   libvirt remove_unused_resized_minimum_age_seconds    ensure     absent         remove_unused_base_images     undef   nova_config   default remove_unused_base_images    value       remove_unused_base_images       else   nova_config   default remove_unused_base_images    ensure     absent         remove_unused_original_minimum_age_seconds     undef   nova_config   default remove_unused_original_minimum_age_seconds    value       remove_unused_original_minimum_age_seconds       else   nova_config   default remove_unused_original_minimum_age_seconds    ensure     absent        ,1,2
599,class ceph    osds     args           defaults           create_resources   ceph    osd     args     defaults    ,0,2
600,define oslo    privsep     config     entrypoint     name     user        os_service_default     group        os_service_default     capabilities        os_service_default     helper_command        os_service_default         privsep_options        privsep_     entrypoint    user        value       user        privsep_     entrypoint    group        value       group        privsep_     entrypoint    capabilities        value       capabilities        privsep_     entrypoint    helper_command        value       helper_command       create_resources     config     privsep_options    ,0,2
601,class cobbler    nat     nat_range       exec   path      usr bin    bin    usr sbin    sbin    exec   enable_forwarding    command     echo     proc sys net ipv4 ip_forward    unless     cat  proc sys net ipv4 ip_forward   grep         exec   save_ipv4_forward    command     sed      follow symlinks       net  ipv4  ip_forward      etc sysctl conf     echo    net ipv4 ip_forward            etc sysctl conf    unless     grep           net  ipv4  ip_forward      etc sysctl conf      case      operatingsystem             centos redhat         exec   enable_nat_all    command        iptables   nat   postrouting          nat_range           nat_range     masquerade      etc init  iptables save    unless        iptables   nat   postrouting   grep         postrouting         nat_range           nat_range     masquerade      exec   enable_nat_filter    command     iptables   filter   forward    accept      etc init  iptables save    unless     iptables   filter   forward   grep         forward     accept                 debian ubuntu         exec   enable_nat_all    command        iptables   nat   postrouting          nat_range           nat_range     masquerade     iptables save      etc iptables rules    unless        iptables   nat   postrouting   grep         postrouting         nat_range           nat_range     masquerade      exec   enable_nat_filter    command     iptables   filter   forward    accept     iptables save      etc iptables rules    unless     iptables   filter   forward   grep           forward   accept       default          ,1,2
